Id,Manx,English
295113,Ren Orry goll magh,
296113,Cha ren mee shooyl,
297113,Cha ren oo gee,
298113,Cha ren eh gynsagh,
298113,Cha ren ee gobbragh,
300113,Cha ren ee gobbragh,
301113,Cha ren Voirrey goll magh,
302113,Ren mee goll dys Colby?,
303113,Ren oo gynsagh Gaelg?,
304113,Ren eh gimman?,
305113,Ren ee shooyl?,
306113,Ren Orry gee peetsey?,
307113,Ren,
308113,Cha ren,
309113,Cre ren oo jea?,
310113,Ren mee gobbragh,
311113,Ren mee gynsagh Gaelg,
312113,Cre ren Voirrey Jedoonee?,
313113,Cre ren Voirrey Jelune?,
314113,Ren ee goll dys Doolish,
316113,Ren ee goll magh,
317113,Ren ee gobbragh,
318113,Ren oo gee curree riyr?,
319113,Ren oo gynsagh Gaelg fastyr jea?,
320113,C'raad ren oo goll jea?,
321113,Ren mee goll dys Rhumsaa,
322113,Cuin ren oo goll magh?,
323113,Ren oo gobbragh jea?,
324113,Cha ren mee gobbragh jea ren mee goll dys Colby,
326113,Nagh ren mee goll?,
327113,Nagh ren Orry goll magh?,
328113,Nagh ren oo gynsagh Gaelg?,
329113,Nagh ren eh shooyl?,
330113,Nagh ren ee gobbragh?,
331113,Tappee,
332113,Feer tappee,
333113,Cosney,
334113,Moal,
336113,Dangeyragh,
337113,Sostyn,
338113,Ratçh Mooar,
340113,Nerin,
341113,Quoi shoh?,
342113,Shoh Guy Martin,
343113,Shoh Ian Hutchinson,
344113,Shoh John McGuinness,
345113,Shoh Michael Dunlop,
346113,Vel eh cummal ayns Mannin?,
348113,"Cha nel, t'eh cummal ayns Nerin",
349113,"Cha nel, t'eh cummal ayns Morecombe",
356113,Ren Manannan ratçhal?,
357113,Cha ren eh ratçhal,
358113,Ren John McGuinness cosney?,
359113,"Ren, ren eh cosney",
360113,Ren Guy Martin cosney?,
362113,Cha ren eh cosney,
365113,Row Michael Dunlop feer tappee?,
366113,"Va, v'eh feer tappee",
369113,Row Guy Martin moal?,
370113,Cha row eh,
371113,Row Guy Martin ayns Purt le Moirrey?,
372113,Quoi ta ratçhal feer tappee?,
373113,Ta John McGuinness ratçhal feer tappee,
376113,Manninagh,
377113,Bleb,
378113,Toot,
379113,Spaainagh,
380113,Sostnagh,
381113,Douglas Butty,
383113,Gobbag,
384113,Yernagh,
385113,Bretnagh,
386113,Skeet,
387113,Ben,
388113,Dooinney,
389113,Ratçheyder,
390113,Mish,
391113,Uss,
392113,Eshyn,
393113,Ish,
398113,She Skeet mish,
399113,She Toot uss,
400113,She Bleb eshyn,
401113,She Manninagh ish,
402113,She Douglas Butty Orry,
403113,Cha nee Sostnagh mish,
404113,Cha nee Skeet uss,
405113,Cha nee Gobbag eshyn,
406113,Cha nee Toot Breeshey,
407113,Nee Skeet mish?,
408113,Nee Gaelgeyr uss?,
409113,Nee Yernagh eshyn?,
410113,Nee Bleb ish?,
411113,Nee Spaaniagh Orry?,
412113,Nagh nee Toot mish?,
413113,Nagh nee Sostnagh uss?,
414113,Nagh nee Manninagh eshyn?,
415113,Nagh nee Douglas Butty ish?,
416113,Nagh nee Manninagh Manannan?,
417113,She,
418113,Cha nee,
419113,Nee Toot uss?,
420113,Cha nee Toot mish agh she Bleb mish,
421113,Nee Ratçheyder eshyn?,
422113,"She, she Ratçheyder eshyn",
423113,"Cha nee, cha nee Ratçheyder eshyn",
424113,Nee Spaaniagh ish?,
425113,"She, she Spaaniagh ish",
426113,Cha nee Spaaniagh ish she Douglas Butty ish,
427113,Nee Skeet Illiam?,
429113,Nee Skeet Manannan?,
430113,"She, she Skeet agglagh eshyn",
431113,Geaishtagh rish,
432113,Smooinaghtyn,
433113,Loayrt rish,
435113,Shappal,
437113,Coaygrey,
438113,Veg,
440113,Nee,
441113,Cha jean,
442113,Cha jeanym,
443113,Neeym,
444113,Neeym goll magh mairagh,
445113,Nee oo geaishtagh rish Radio Vannin mairagh,
446113,Nee eh coaygrey,
447113,Nee ee gimman,
448113,Nee Illiam smooinaghtyn,
449113,Cha jeanym goll magh,
450113,Cha jean oo gobbragh,
451113,Cha jean eh shooyl,
452113,Cha jean ee gynsagh,
453113,Cha jean Orry geaishtagh,
454113,Jeanym cloie Golf?,
455113,Jean oo goll dys Doolish?,
456113,Jean eh loayrt Gaelg?,
457113,Jean ee shooyl?,
458113,Jean Orry goll dy valley?,
459113,Nagh jeanym gobbragh?,
460113,Nagh jean oo goll?,
461113,Nagh jean eh loayrt?,
462113,Nagh jean ee gobbragh?,
463113,Nagh jean Orry gynsagh Gaelg?,
464113,Jean oo goll dys Colby Jesarn?,
465113,Jean oo goll dys Sulby mairagh?,
467113,Cre nee oo mairagh?,
469113,Cre nee Breeshey Jelune?,
470113,Neeym goll dys Rhumsaa,
475113,Cuin nee oo goll magh?,
476113,Jean oo gynsagh Gaelg mairagh?,
477113,Cha jean agh neeym Jedoonee,
480113,C'raad nee oo goll mairagh?,
481113,Neeym goll dys Doolish,
482113,Neeym goll dys Laksaa,
483113,Cre'n laa nee oo goll dys Doolish?,
484113,Neeym goll Jelune,
485113,C'raad nee oo gynsagh Gaelg mairagh?,
486113,Neeym gynsagh Gaelg ayns Purt le Moirrey,
487113,Anmagh,
488113,Mairagh,
489113,Fastyr mariagh,
490113,Moghrey mairagh,
491113,Oie ny vairagh,
492113,Ayns shoh,
493113,Ayns shen,
494113,Beeym,
495113,Beeym braew,
496113,Bee oo çheh,
497113,Bee eh maynrey,
498113,Bee ee ayns shoh,
499113,Bee Orry anmagh,
500113,Cha beeym anmagh,
501113,Cha bee oo ayns Colby,
502113,Cha bee ee braew,
503113,Cha bee Breeshey çhing,
504113,Beeym ayns Doolish?,
505113,Bee oo er y vaatey?,
506113,Bee eh er y varroose?,
507113,Bee ee feayr?,
508113,Bee Illiam ayns shoh?,
509113,Nagh beeym maynrey?,
510113,Nagh bee oo skee?,
511113,Nagh bee eh ayns Doolish?,
512113,Nagh bee ee feayr?,
513113,Nagh bee Orry ayns Purt le Moirrey?,
514113,Bee oo er y vaatey mairagh?,
515113,Cha beeym,
516113,Bee oo ayns shoh mairagh?,
517113,Bee oo ec yn thie-fillym noght?,
518113,Bee oo ec yn thie ayd mairagh?,
519113,Bee oo ayns Colby oie ny vairagh?,
520113,Cuin vees oo ayns Doolish?,
522113,Beeym ayns Doolish Jesarn,
523113,Bee oo ayns Jourby mairagh?,
524113,Cha beeym agh beeym ayns Jourby Jedoonee,
525113,Bee oo er y vaatey noght?,
527113,"Cha bee, beeym ayns Rhumsaa noght",
529113,Quoi vees ayns shoh mairagh?,
530113,Bee Orry ayns shoh,
531113,Bee Orry ayns shoh agh cha bee Illiam,
532113,Quoi vees ayns Doolish yn çhiaghtin shoh,
534113,Cha beeym agh bee Breeshey,
535113,Bee,
536113,Cha bee,
538113,Agglagh,
539113,Er-lhiam,
540113,Foddee,
541113,S'liklee,
542113,Er y fa / er yn oyr,
543113,Cre'n fa?,
544113,Cre er lhiat?,
545113,Dree,
546113,Er-lhiam dy vel eh feayr,
547113,Foddee dy vel eh feayr,
548113,S'liklee dy vel eh feayr,
549113,S'liklee nagh vel eh feayr,
550113,Er y fa dy vel eh dree,
551113,Er y fa nagh vel eh cummal ayns Mannin,
552113,Er y fa nagh vel eh cummal ayns Purt le Moirrey,
553113,Er y fa nagh vel eh loayrt Gaelg,
554113,Er y fa dy vel eh anmagh,
557113,er y fa dy vel eh feayr,
558113,er y fa dy vel eh yindyssagh,
560113,Er y fa dy vel ee cummal ayns Purt le Moirrey,
561113,Vel eh maynrey cummal ayns Doolish?,
562113,Vel eh maynrey gobbragh ayns Doolish?,
563113,Er-lhiam dy vel eh maynrey,
564113,Er-lhiam nagh vel eh,
565113,Er-lhiam nagh vel eh feayr,
566113,Cre'n fa ta Breeshey maynrey?,
567113,Cre'n fa t'eh maynrey cummal ayns Doolish?,
569113,Cre'n fa t'eh roie?,
570113,Cre’n fa nagh vel eh maynrey cummal ayns Doolish?,
571113,Cre'n fa nagh vel eh maynrey,
572113,Cre'n fa nagh vel Juan maynrey?,
573113,Cre’n traa?,
574113,Cre’n laa?,
575113,Ta mee geearree cummal ayns Colby,
576113,Ta mee goll dys Doolish,
577113,Vel Orry gobbragh ayns Doolish?,
578113,"Cha nel, ta Orry gobbragh ayns Rhumsaa",
579113,Vel Barak Obama cummal ayns Colby?,
580113,"Cha nel, t'eh cummal ayns Washington",
582113,Cha nel oo geearree,
583113,Cha nel moddey aym,
584113,Nagh vel folt ec Voirrey?,
592113,S'mie lesh Voirrey Laksaa,
593113,Cha bee eh ayns shen,
594113,Foddee nagh vel eh feayr,
595113,Mie lhiam gynsagh?,
596113,T'ou skee,
597113,T'eh feer vie,
598113,T’ee keoie,
599113,Ta Voirrey maynrey,
600113,Cha nel mee çhing,
601113,Cha nel oo yindyssagh,
602113,Cha nel eh maynrey,
603113,Cha nel ee skee,
604113,Cha nel Orry feer vie,
605113,Vel mee skee?,
606113,Vel oo maynrey?,
607113,Vel eh braew?,
608113,Vel ee çhing?,
609113,Vel Voirrey keoie?,
610113,Nagh vel mee maynrey?,
611113,Nagh vel oo braew?,
612113,Nagh vel eh feer vie?,
613113,Nagh vel ee skee?,
614113,Nagh vel Voirrey çhing?,
615113,Vel oo cummal ayns Doolish?,
616113,Ta. C’raad t’ou cummal?,
617113,Ta mee cummal ayns Purt Çhiarn,
618113,Vel oo gobbragh ayns Purt Çhiarn?,
619113,Cha nel. Ta mee gobbragh ayns Balley Chashtal,
620113,Vel oo maynrey gobbragh ayns Balley Chashtal?,
621113,Ta. Ta Balley Chashtal yindyssagh,
622113,Vel kayt ayd?,
623113,"Cha nel, agh ta moddey aym",
624113,Vel moddey gorrym ayd?,
625113,Cha nel. Ta moddey doo aym,
626113,Vel gleashtan tappee ayd?,
627113,"Ta, ta Gleashtan tappee aym",
628113,Cha nel gleashtan aym as cha nel moddey aym,
629113,Row oo ayns Doolish riyr?,
631113,Cha row. Va mee ayns Colby riyr,
632113,C’raad v’ou Jedoonee?,
633113,Va mee ayns Doolish. C’raad v’ou Jedoonee?,
634113,Va mee ayns Purt le Moirrey,
635113,Va mee ayns Purt le Moirrey Jemayrt,
636113,Ren oo goll dys ny ratçhyn Jeheiney?,
637113,Ren,
638113,C’raad ren oo goll?,
639113,Ren mee goll dys Creg ny Baa?,
640113,Cha ren mee goll. Quoi ren cosney?,
641113,Ren Guy Martin cosney?,
642113,Kys ta Voirrey?,
643113,T’ee braew,
644113,T’ee maynrey,
645113,T’ee çhing,
646113,Vel Voirrey beggan skee?,
647113,Ta,
648113,Cha nel,
649113,Vel Orry skee?,
650113,Quoi ta çhing?,
651113,Ta Orry çhing,
653113,Kys ta Orry?,
654113,Cha nel eh skee agh t’eh beggan çhing,
656113,T’eh maynrey as skee,
657113,C’raad ta Orry cummal?,
658113,ayns Doolish,
659113,ayns Balley Chashtal,
660113,ayns Purt Çhiarn,
661113,C’raad ta Voirrey cummal?,
662113,C’raad ta Voirrey gobbragh?,
663113,Vel Voirrey maynrey gobbragh ayns Balley Chashtal?,
664113,Vel kayt ec Voirrey?,
666113,Vel moddey jiarg eck?,
667113,Cha nel. Ta moddey bane eck,
668113,Ta. Ta moddey jiarg eck,
669113,Vel gleashtan tappee ec Voirrey?,
670113,Ta. Ta gleashtan tappee ec Voirrey,
671113,Cha nel gleashtan ec Voirrey,
672113,Cha nel. Ta gleashtan moal ec Voirrey,
673113,Vel moddey ec Orry?,
674113,Cha nel moddey echey,
675113,Ta. Ta moddey echey,
676113,Ta. Ta moddey as gleashtan echey,
677113,Vel moddey eck?,
678113,Cha nel. Ta moddey doo eck,
679113,C’raad va Voirrey riyr?,
680113,ayns Colby,
681113,ayns Purt le Moirrey,
682113,C’raad v’ee Jedoonee?,
683113,Row Orry ayns Purt le Moirrey Jedoonee?,
684113,Va,
685113,Cha row,
686113,Cre’n laa va Voirrey ayns Purt le Moirrey,
687113,Jeheiney,
688113,Jesarn,
689113,Jemayrt,
690113,Ren oo gobbragh Jesarn?,
692113,Cre ren oo?,
693113,Ren mee gynsagh Gaelg,
694113,C’raad ren oo gynsagh Gaelg?,
695113,Ren mee gynsagh Gaelg ayns Doolish,
696113,Cha ren mee gynsagh Gaelg Jesarn. Ren mee gobbragh,
697113,Cha ren,
698113,Kys t'ou?,
699113,Ta mee braew ,
700113,Vel oo skee?,
701113,Ta mee beggan skee,
702113,Cha nel mee skee agh ta mee beggan çhing?,
703113,Vel oo?,
704113,"Ta, ta mee beggan çhing",
707113,Cre’n fa s’mie lhiat cummal ayns Doolish?,
707993,Moghrey mie,Good morning
708113,Er y fa dy vel eh mooar,
708435,Fastyr mie,Good afternoon / evening
709113,Er y fa dy vel eh beg. Cre’n fa t’ou maynrey?,
710113,Er y fa dy vel mee cummal ayns Purt Çhiarn,
711113,Cre’n laa ren Orry gynsagh Gaelg?,
712113,Ta mee maynrey er y fa nagh vel mee cummal ayns Purt Çhiarn!,
715113,Jean oo goll dys Rhumsaa Jemayrt?,
716113,Ren Orry gobbragh Jesarn?,
716341,"Hooar Creest baase, dirree Creest veih ny merriu, hig Creest reesht","Christ has died, Christ has risen, Christ will come again"
716546,"Hiarn jean myghin orrin, Chreest jean myghin orrin Hiarn jean myghin orrin","Lord have mercy, Christ have mercy, Lord have mercy"
716550,Dy bannee Jee shiu,God bless
716564,Lhig dooin booise y choyrt da'n Chiarn. Te cooie as cair shen y yannoo,Let us give thanks to the Lord. It is right to give thanks and praise
716568,Trog-jee seose nyn greeaghyn. Ta shin troggal ad seose gys y Chiarn,Lift up your hearts. We lift them up to the Lord
716572,"Hiarn, ayns dty vyghin, clasht rish nyn badjer","Lord, in thy mercy, hear our prayer"
716576,"Hiarn, ta shin credjal","Lord, we believe"
716580,"Eayn Yee, ta goaill ersooyl peccaghyn y theihll, jean myghin orrin","Lamb of God, who takes away the sins of the world, have mercy upon us"
716584,Fuill Chreest,The blood of Christ
716588,"Fuill Chreest, v'er ny gheayrtey er nyn son eu","The Blood of Christ, shed for you"
716592,Corp Chreest,The Body of Christ
716596,"Corp Chreest, v'er ny vrishey er nyn son eu ","The Body of Christ, broken for you"
716600,"Yn Chiarn dy row meriu, as marish dty spyrryd","The Lord be with you, and also with you"
716604,Ta'n Chiarn ayns shoh. Ta'n Spyrryd echey marin,The Lord is here. His spirit is with us
716608,"Shoh Sustal y Chiarn. Moylley dy row dhyts, Chreest ",This is the Gospel of the Lord. Praise be to thee your Christ
716612,Shoh goo yn Chiarn,This is the word of the Lord
716616,Dhyts dy row gloyr as moylley son dy bragh,to you be glory and praise forever
717113,Cha jean,
717270,Booise da Jee,Thanks be to God
717274,"Ayns ennym y Chiarn, Hosanna ayns yn yrjid ","In the name of the Lord, Hosanna in the highest"
717278,Lhig dooin goaill padjer,Let us pray
717929,Braew,Fine
717933,Castreycair,Middling
717941,Kys t'ou? ,How are you?
717945,Mie dy liooar,Good enough (okay)
717949,Oie vie,Good night
717953,Quoi shoh?,Who is this?
717957,Shoh Ffinlo,This is Ffinlo
718113,C’raad ren eh gynsagh Gaelg?,
718741,Gura mie ayd,Thank you (singular)
718745,Slaynt Vie,Good Health (Cheers!)
719113,C’raad nee oo goll?,
720113,ayns Rhumsaa,
721113,ayns Sulby,
722113,Neeym goll dys Shoprite ayns Purt Çhiarn,
723113,Cre ren Voirrey Jesarn?,
724113,Ren ee gobbragh,
725113,Neeym kionnaghey bainney,
726113,Ren ee gynsagh Gaelg,
726128,aeg,young
726140,agglagh,awful
726144,anmagh,late
726148,ching,ill
726152,corree,Angry
726156,dangeragh,dangeorous
726160,deyr,expensive
726164,faitchagh,nervous
726168,granganagh,grumbly
726172,keoie,wild
726176,litcheragh,lazy
726180,maynrey,happy
726184,moal,"slow, sluggish, listless"
726188,nastee,free (of charge)
726192,quaagh,strange
726196,sheelt,sober
726200,tarroogh,busy
726218,anjeeal,breakfast
726222,bee Iddaalagh,Italian food
726236,bee Injinagh,Indian food
726240,bee Sheenagh,Chinese food
726244,bee spiosragh,spicy food
726248,brishtagyn,biscuits
726252,corranyn-bwee,bananas
726266,eeast as spollagyn,fish and chips
726270,feeyn,wine
726274,kirbyl,lunch
726278,mrastyr,tea/afternoon meal
726282,oolyn,eggs
726286,praaseyn,potatoes
726290,scobbey,(a) snack
726294,ushtey vea,whisky
726298,kayt,cat
726302,kiyt,cats
726306,moddey,dog
726310,moddee,dogs
726314,cabbyl,horse
726318,kiyt,cats
726322,moddee,dogs
726326,daa-wheeyl,bike
726330,er y varroose,on the bus
726334,gleashtan,car
727113,Ren ee goll dys Doolish,
728113,Cha jeanym shappal Jemayrt. Neeym shappal Jesarn.,
729113,Bee oo ayns Doolish Jerdein?,
730113,Beeym. C’raad vees oo Jerdein?,
731113,Beeym ayns Colby,
732113,Cre’n laa vees oo ayns Doolish?,
733113,Beeym ayns Doolish Jesarn,
734113,Beeym ayns Purt le Moirrey Jesarn,
735113,Nee Douglas Butty uss?,
736113,She. Ass Uss? Nee Butty uss?,
737113,Cha nee. She Spaainagh mish,
738113,Nagh nee Gobbag uss?,
739113,Cha nee agh she skeet mish!,
740113,Well cha nee skeet mish as she toot agglagh mish,
741113,Mie lhiat cummal ayns Purt Çhiarn?,
742113,S’mie lhiam. Mie lhiat cummal ayns Doolish?,
743113,S’mie lhiam beggan,
744113,Cre s’mie lhiat jannoo Jesarn?,
745113,S’mie lhiam goll shooyl,
746113,C’raad s’mie lhiat shooyl?,
747113,S’mie lhiam shooyl ayns Purt le Moirrey,
748113,Cre’n fa nagh mie lhiat Purt Çhiarn?,
752113,Cha ren,
753113,Ren,
755113,Jeheiney,
756113,Jesarn,
757113,Jedoonee,
758113,Creg ny Baa,
759113,Sulby,
760113,Crosby,
761113,Quoi ren cosney?,
762113,Guy Martin,
763113,Conor Cummins,
764113,Cha nel mee shickyr,
765113,Michael Dunlop,
766113,Mie lesh Voirrey cummal ayns Purt Çhiarn?,
767113,S’mie,
768113,Cha mie,
769113,Mie lesh Orry cummal ayns Doolish?,
770113,S’mie lesh beggan,
771113,Cha mie lesh,
772113,S’mie lesh ram,
773113,Cre s’mie lesh Orry jannoo Jesarn?,
774113,Goll shooyl,
775113,Goll dys Doolish,
776113,Goll dys Rhumsaa,
777113,C’raad s’mie lesh Orry shooyl?,
780113,ayns Doolish,
781113,Nee Douglas Butty Orry?,
782113,She. She Butty eshyn,
783113,Cha nee. She Gobbag eshyn,
784113,Cha nee. She Spaainagh eshyn,
785113,Nee Gobbag Voirrey?,
786113,Cha nee. She Spaainagh ish,
787113,Cha nee. She Butty ish,
788113,She. She Gobbag ish,
789113,Nee Skeet Voirrey?,
790113,Cha nee. Cha nee skeet ish,
791113,Cha nee agh she toot ish,
792113,Nee Toot Orry?,
793113,She. She toot agglagh eshyn,
794113,Cha nee toot eshyn,
795113,Cha nee toot eshyn agh she skeet eshyn,
796113,She. She Skeet Voirrey,
797113,Bee Orry ayns Doolish Jerdein?,
800113,C’raad vees Voirrey Jerdein?,
801113,Bee ee ayns Colby,
802113,Bee ee ayns Rhumsaa,
803113,Bee ee ayns Doolish,
804113,Cre’n laa vees Voirrey ayns Doolish?,
807113,C’raad vees Orry Jesarn?,
809113,Colby,
811113,Jean Orry shappal Jesarn?,
812113,Cha jean. Nee eh shappal Jemayrt,
814113,Cre’n laa nee Voirrey shappal?,
815113,Jemayrt,
816113,Jecrean,
817113,Jean Orry shappal ayns Doolish?,
818113,Cha jean. Nee eh shappal ayns Purt Çhiarn,
820113,Nee eh,
821113,Cre nee eh kionnaghey?,
821205,Goll as gaccan,Going and grumbling
821209,Slane lhiat,Goodbye
821213,Hee'm oo,I'll see you (to one person)
821217,C'raad t'ou cummal?,Where do you live?
821221,Ta mee cummal ayns Ellan Vannin,I live in the Isle of Man
821225,Ta mee cummal ayns Doolish,I live in Douglas
821229,Purt Chiarn,Port Erin
821233,Purt le Moirrey,Port St Mary
821237,Purt ny Hinshey,Peel
821241,Balley Chashtal,Castletown
821245,Rhumsaa,Ramsey
821249,Kione Droghad,Onchan
821253,Balley ny Loghey,Ballaugh
821257,Laksaa,Laxey
821261,By vie lhiat jough?,Would you like a drink?
821265,By vie lhiat caffee?,Would you like coffee?
821269,By vie lhiat ushtey?,Would you like water?
821273,By vie lhiat bainney?,Would you like milk?
821277,By vie lhiat tey?,Would you like tea?
821281,By vie lhiat lhune?,Would you like beer?
821285,By vie lhiam feeyn,I would like wine
821289,My sailt,Please
822113,Bainney,
823113,Ushtey,
825113,Cre’n fa s’mie lesh Orry cummal ayns Doolish?,
826113,Cre’n fa nagh mie lesh Orry Purt Çhiarn?,
827113,Cre’n fa ta Voirrey maynrey?,
828113,Cre’n fa ta Orry maynrey?,
829113,er y fa dy vel eh mooar,
830113,er y fa dy vel eh beg,
831113,er y fa dy vel eh gobbragh ayns shen,
832113,er y fa dy vel Voirrey cummal ayns shen,
833113,er y fa dy vel ee cummal ayns Purt Çhiarn,
835113,er y fa dy vel ee gobbragh ayns Balley Chashtal,
836113,er y fa nagh vel eh cummal ayns Purt Çhiarn,
837113,er y fa nagh vel eh gobbragh ayns Purt Çhiarn,
838113,er y fa nagh vel Voirrey cummal ayns Doolish,
839113,Kionedroghad,
841113,Ta argid eck,
842113,ec yn thie-fillym,
843113,Cha nee Bretnagh ish,
844113,Yn çhiaghtin shoh,
845113,Cha jean agh neeym goll Jerdein,
846113,Creneash,
847113,Shoh Creneash,
848113,Shoh Balley Sallagh,
850113,Shoh Skylley Vreeshey,
851113,Shoh Meayll,
852113,Shoh Straid Gheinnee,
853113,Shoh Kione ny h-Ayrey,
854113,Meayll,
855113,Balley Sallagh,
856113,Skylley Vreeshey,
857113,Mwyllin Doo Aah,
858113,Kione ny h-Ayrey,
859113,Balley ny Loghey,
860113,Straid Gheinnee,
861113,Mie lhiat Meayll?,
862113,S'mie lhiam ram,
864113,"S’mie lhiam ram, t’eh yindyssagh",
865085,ellyneyr,artist
865089,ughtar,author
865093,screeudeyr,secretary
865097,obbree,labourer
865109,ynseyder,teacher
865113,fer-ynsee,male teacher 
865114,Ren oo goll dys Creneash jea?,
865117,ben-ynsee,female teacher 
865121,ynseydagh,student 
865125,kiaulleyder,musician
865129,stiureyder,director 
865133,stiureyder-etlan,pilot 
865137,tendeilagh,waiter
865141,tendeilagh-etlan,flight attendant 
865145,arraneyder,singer 
865149,Çhyndaader,translator
865153,banceyr,banker 
865157,obbrinagh,mechanic
865161,lhee-baagh,vet 
865165,earisheyr,journalist 
865169,troggeyder,builder 
865173,thalhear,tailor 
865177,gaaue,blacksmith 
865181,leighder,lawyer
865185,skeeandagh,scientist 
865189,meoir-shee,policeman or policewoman 
865193,moogheyder-aile,firefighter 
865197,sidoor,soldier 
865201,cloieder,actor
865205,folteyr,hairdresser 
865209,kiaddeyder-troggal,architect 
865213,kiaddeyder-jallooyn,graphic designer 
865217,immanagh-livreyee,delivery driver 
865221,eirinagh,farmer
865225,eeasteyr,fisherman 
865229,buitÇhoor,butcher 
865233,politickeyr,politician 
865237,fer y phost,postal worker 
865241,coagyrey,cook 
865245,fuinneyder,baker 
865249,troailtagh-spoar,astronaut 
865305,arran greddan,toast
865309,arroo-millish,sweetcorn
865313,bainney,milk 
865317,bee,food 
865321,beetys,beetroot 
865325,berreen,cake 
865329,berreenyn,cakes
865333,berrishyn,berries 
865337,berrishyn feeyney,grapes 
865341,boteil dy ushtey,bottle of water 
865345,braghtan-pronnag,hot dog 
865349,brishtag,biscuit 
865353,brishtagyn,biscuits 
865357,burgeyr,burger 
865361,caashey,cheese
865365,carradje,carrot 
865369,corran bwee,banana
865373,corranyn bwee,bananas 
865377,crispyn,crisps 
865381,cro-bainney,coconut 
865385,cucower,cucumber 
865389,feeyn,wine 
865393,figgyn,figs 
865397,gless d'ushtey,glass of water 
865401,grine brishey-trostey,breakfast cereal
865405,key riojit,ice cream
865409,leeim,lime 
865413,lettys,lettuce
865417,lhune,beer
865421,limon,lemon
865425,melloon,melon 
865429,miljanyn,sweets 
865433,nannys,pineapple
865437,noirid,orange 
865441,ooyl,apple 
865445,ooyllyn,apples 
865449,ooyl-ghraih,tomato 
865453,ooyllyn-graih,tomatoes 
865457,peear,pear
865461,peesh dy verreen,piece of cake 
865465,peetsey,pizza 
865469,pershagh,peach 
865473,pishyryn,peas 
865477,plumbys,plum 
865481,poanrey,bean 
865485,poanraghyn,beans 
865489,poanraghyn-glass,green beans 
865493,praase,potato 
865497,praaseyn,potatoes
865501,praaseyn millish,sweet potatoes
865505,pronnagyn,sausages 
865509,puiddin,pudding 
865513,puiddin y nollick,christmas pudding 
865517,pumkin,pumpkin 
865521,rio,ice 
865525,shaddag,grapefruit 
865529,shillish,cherry 
865533,shocklaid,chocolate 
865537,soo noirid,orange juice 
865541,sooghyn-crouw,raspberries 
865545,sooghyn-thallooin,strawberries
865549,spollagyn,chips 
865553,unnish,onion
865557,ushtey bolganagh,sparkling water 
865561,yoggyrt,yoghurt 
865565,braghtan,sandwich 
865569,ooh,egg
865573,oohyn,eggs 
865577,nane,one (1)
865581,jees,two (2)
865585,tree,three (3)
865589,kiare,four (4)
865593,queig,five (5)
865597,shey,six (6)
865601,shiaght,seven (7)
865605,hoght,eight (8)
865609,nuy,nine (9)
865613,jeih,ten (10)
865617,nane-jeig,eleven (11)
865621,daa-yeig,twelve (12)
865625,tree-jeig,thirteen (13)
865629,kiare-jeig,fourteen (14)
865633,queig-jeig,fifteen (15)
865637,shey-jeig,sixteen (16)
865641,shiaght-jeig,seventeen (17)
865645,hoght-jeig,eighteen (18)
865649,nuy-jeig,nineteen (19)
865653,feed,twenty (20)
866073,doo,black
866077,dhone,brown
866081,doo-ghorrym,dark bliue
866085,bane-ghorrym,light blue 
866089,geayney,green
866093,lheeah,grey
866097,jiarg-bwee,orange
866101,jiarg,red
866105,jiarg-bane,pink
866109,jiarg-gorrym,purple
866113,bane,white
866114,Cha ren agh neeym goll mairagh,
866117,bwee,yellow
866121,airh,gold
866125,argid,silver
866129,ooha,bronze
866145,faasaag,beard
866149,folt,hair 
866153,cleaysh,ear
866157,stroin,nose
866161,sooill,eye
866165,sooillyn,eyes
866169,mollee,eyebrow
866173,molleeyn,eyebrows
866177,mwannal,neck
866181,kione,head
866185,beeal,mouth 
866189,feeacklyn,teeth
866193,chengey,tongue
866197,dreeym,back
866201,corp,body
866205,roih,arm
866209,uillin,elbow
866213,mwannal-laue,wrist
866217,meir,fingers
866221,ordaag,thumb
866225,yngin,fingernail
866229,laue,hand
866233,lurgey,leg
866237,glioon,knee
866241,abane,ankle
866245,cass,foot
866249,meir-coshey,toes
866253,boyn,heel
866257,bolg,stomach
866261,cree,heart
866265,inÇhyn,brain
866269,crackan,skin
866273,eddin,face
866277,glaare-eddin,forehead
866281,smeggyl,chin
866285,gansee,jumper
866289,lheiney-t,t-shirt
866293,lheiney,shirt
866297,boandey,tie
866301,jaggad,jacket
866305,troosyn,trousers
866309,troosyn-cuttagh,shorts
866313,jeenyn,jeans
866317,cullee,suit
866321,gooyn,dress
866325,rumbyl,skirt
866329,troosyn-snaue,swimming shorts
866333,cullee-snaue,swimming costume
866341,carraneyn,sandals
866345,carraneyn-thie,slippers 
866349,yeeal-vraggey,shoelace
866353,braagyn,shoes
866357,braagyn-spoyrt,trainers 
866361,oashyryn,socks 
866365,bootsyn,boots
866369,carraneyn-traie,flip-flops
866373,fo-hroosyn,underpants
866377,braa,bra
866381,cryss,belt
866385,cramman,button 
866389,speckleyryn,glasses
866393,sooillaghyn-lhiantagh,contact lenses
866397,fainey,ring
866401,fainaghyn-cleayshey,earrings
866405,braishleid,bracelet 
866409,ooreyder,watch
866413,wollad,wallet
866417,poagey-laue,handbag
866421,scaaliaghee,umbrella
866425,cooat-fliaghee,raincoat
866429,laueanyn,gloves
866433,bussal-mwannal,scarf
